,school,sport,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,attendance,rank,gametime,Game String,US State,start_dt,opponent_rank,end_inc_window
310,michigan,basketball,2018-02-14,REG,Iowa,Big Ten,W,74,59,,21,7,W 2,Crisler Arena,0.0,22,6:30p,Iowa on February 14 6:30 PM,MICH.,2018-02-14 18:30:00,,2018-02-15 04:30:00
311,michigan,basketball,2018-02-18,REG,Ohio State (8),Big Ten,W,74,62,,22,7,W 3,Crisler Arena,0.0,22,1:00p,Ohio State on February 18 1:00 PM,MICH.,2018-02-18 13:00:00,8,2018-02-18 23:00:00
312,michigan,basketball,2018-02-21,REG,Penn State,Big Ten,W,72,63,,23,7,W 4,Bryce Jordan Center,0.0,17,7:00p,Penn State on February 21 7:00 PM,PA.,2018-02-21 19:00:00,,2018-02-22 05:00:00
313,michigan,basketball,2018-02-24,REG,Maryland,Big Ten,W,85,61,,24,7,W 5,Xfinity Center,0.0,17,12:00p,Maryland on February 24 Noon,MD.,2018-02-24 12:00:00,,2018-02-24 22:00:00
314,michigan,basketball,2018-03-01,CTOURN,Iowa,Big Ten,W,77,71,OT,25,7,W 6,Madison Square Garden (IV),0.0,15,2:25p,Iowa on March 1 2:30 PM,N.Y.,2018-03-01 14:30:00,,2018-03-02 00:30:00
315,michigan,basketball,2018-03-02,CTOURN,Nebraska,Big Ten,W,77,58,,26,7,W 7,Madison Square Garden (IV),0.0,15,2:30p,Nebraska on March 2 2:30 PM,N.Y.,2018-03-02 14:30:00,,2018-03-03 00:30:00
316,michigan,basketball,2018-03-03,CTOURN,Michigan State (2),Big Ten,W,75,64,,27,7,W 8,Madison Square Garden (IV),0.0,15,2:00p,Michigan State on March 3 2:00 PM,N.Y.,2018-03-03 14:00:00,2,2018-03-04 00:00:00
317,michigan,basketball,2018-03-04,CTOURN,Purdue (8),Big Ten,W,75,66,,28,7,W 9,Madison Square Garden (IV),0.0,15,4:30p,Purdue on March 4 4:30 PM,N.Y.,2018-03-04 16:30:00,8,2018-03-05 02:30:00
318,michigan,basketball,2018-03-15,NCAA,Montana,Big Sky,W,61,47,,29,7,W 10,Intrust Bank Arena,0.0,,9:50p,Montana on March 15 8:50 PM CT,KAN.,2018-03-15 21:50:00,,2018-03-16 07:50:00
319,michigan,basketball,2018-03-17,NCAA,Houston (21),AAC,W,64,63,,30,7,W 11,Intrust Bank Arena,0.0,,9:40p,Houston on March 17 8:40 PM CT,KAN.,2018-03-17 21:40:00,21,2018-03-18 07:40:00
320,michigan,basketball,2018-03-22,NCAA,Texas A&M,SEC,W,99,72,,31,7,W 12,Staples Center,0.0,,7:37p,Texas A&M on March 22 4:37 PM PT,CALIF.,2018-03-22 19:37:00,,2018-03-23 05:37:00
321,michigan,basketball,2018-03-24,NCAA,Florida State,ACC,W,58,54,,32,7,W 13,Staples Center,0.0,,8:49p,Florida State on March 24 5:49 PM PT,CALIF.,2018-03-24 20:49:00,,2018-03-25 06:49:00
322,michigan,basketball,2018-03-31,NCAA,Loyola (IL),MVC,W,69,57,,33,7,W 14,Alamodome,0.0,,6:09p,Loyola Chicago on March 31 5:09 PM CT,TEXAS,2018-03-31 18:09:00,,2018-04-01 04:09:00
323,michigan,basketball,2018-04-02,NCAA,Villanova (2),Big East,L,62,79,,33,8,L 1,Alamodome,0.0,,9:20p,Villanova on April 2 8:19 PM CT,TEXAS,2018-04-02 21:19:00,2,2018-04-03 07:19:00
324,michigan,basketball,2018-11-06,REG,Norfolk State,MEAC,W,63,44,,1,0,W 1,Crisler Arena,0.0,19,8:30p,Norfolk State on November 6 8:30 PM,MICH.,2018-11-06 20:30:00,,2018-11-07 06:30:00
325,michigan,basketball,2018-11-10,REG,Holy Cross,Patriot,W,56,37,,2,0,W 2,Crisler Arena,0.0,19,7:30p,Holy Cross on November 10 7:30 PM,MICH.,2018-11-10 19:30:00,,2018-11-11 05:30:00
326,michigan,basketball,2018-11-14,REG,Villanova (8),Big East,W,73,46,,3,0,W 3,Finneran Pavilion,0.0,18,6:30p,Villanova on November 14 6:30 p.m.,PA.,2018-11-14 18:30:00,8,2018-11-15 04:30:00
327,michigan,basketball,2018-11-17,REG,George Washington,A-10,W,84,61,,4,0,W 4,Mohegan Sun Arena,0.0,18,12:00p,George Washington on November 17 Noon,CONN.,2018-11-17 12:00:00,,2018-11-17 22:00:00
328,michigan,basketball,2018-11-18,REG,Providence,Big East,W,66,47,,5,0,W 5,Mohegan Sun Arena,0.0,18,1:30p,Providence on November 18 1:30 PM,CONN.,2018-11-18 13:30:00,,2018-11-18 23:30:00
329,michigan,basketball,2018-11-23,REG,Chattanooga,Southern,W,83,55,,6,0,W 6,Crisler Arena,0.0,9,4:00p,Chattanooga on November 23 4:00 PM,MICH.,2018-11-23 16:00:00,,2018-11-24 02:00:00
330,michigan,basketball,2018-11-28,REG,North Carolina (11),ACC,W,84,67,,7,0,W 7,Crisler Arena,0.0,7,9:30p,North Carolina on November 28 9:30 PM,MICH.,2018-11-28 21:30:00,11,2018-11-29 07:30:00
331,michigan,basketball,2018-12-01,REG,Purdue (19),Big Ten,W,76,57,,8,0,W 8,Crisler Arena,0.0,7,3:30p,Purdue on December 1 3:30 PM,MICH.,2018-12-01 15:30:00,19,2018-12-02 01:30:00
332,michigan,basketball,2018-12-04,REG,Northwestern,Big Ten,W,62,60,,9,0,W 9,Welsh-Ryan Arena,0.0,5,9:00p,Northwestern on December 4 8:00 PM CT,ILL.,2018-12-04 21:00:00,,2018-12-05 07:00:00
333,michigan,basketball,2018-12-08,REG,South Carolina,SEC,W,89,78,,10,0,W 10,Crisler Arena,0.0,5,12:00p,South Carolina on December 8 Noon,MICH.,2018-12-08 12:00:00,,2018-12-08 22:00:00
334,michigan,basketball,2018-12-15,REG,Western Michigan,MAC,W,70,62,,11,0,W 11,Crisler Arena,0.0,5,2:00p,Western Michigan on December 15 2:00 PM,MICH.,2018-12-15 14:00:00,,2018-12-16 00:00:00
335,michigan,basketball,2018-12-22,REG,Air Force,MWC,W,71,50,,12,0,W 12,Crisler Arena,0.0,4,4:00p,Air Force on December 22 4:00 PM,MICH.,2018-12-22 16:00:00,,2018-12-23 02:00:00
336,michigan,basketball,2018-12-30,REG,Binghamton,AEC,W,74,52,,13,0,W 13,Crisler Arena,0.0,2,12:00p,Binghamton on December 30 Noon,MICH.,2018-12-30 12:00:00,,2018-12-30 22:00:00
337,michigan,basketball,2019-01-03,REG,Penn State,Big Ten,W,68,55,,14,0,W 14,Crisler Arena,0.0,2,7:00p,Penn State on January 3 7:00 PM,MICH.,2019-01-03 19:00:00,,2019-01-04 05:00:00
338,michigan,basketball,2019-01-06,REG,Indiana (21),Big Ten,W,74,63,,15,0,W 15,Crisler Arena,0.0,2,4:30p,Indiana on January 6 4:30 PM,MICH.,2019-01-06 16:30:00,21,2019-01-07 02:30:00
339,michigan,basketball,2019-01-10,REG,Illinois,Big Ten,W,79,69,,16,0,W 16,State Farm Center,0.0,2,8:00p,Illinois on January 10 7:00 PM CT,ILL.,2019-01-10 20:00:00,,2019-01-11 06:00:00
340,michigan,basketball,2019-01-13,REG,Northwestern,Big Ten,W,80,60,,17,0,W 17,Crisler Arena,0.0,2,7:30p,Northwestern on January 13 7:30 PM,MICH.,2019-01-13 19:30:00,,2019-01-14 05:30:00
341,michigan,basketball,2019-01-19,REG,Wisconsin,Big Ten,L,54,64,,17,1,L 1,Kohl Center,0.0,2,12:00p,Wisconsin on January 19 11:00 AM CT,WIS.,2019-01-19 12:00:00,,2019-01-19 22:00:00
342,michigan,basketball,2019-01-22,REG,Minnesota,Big Ten,W,59,57,,18,1,W 1,Crisler Arena,0.0,5,7:00p,Minnesota on January 22 7:00 PM,MICH.,2019-01-22 19:00:00,,2019-01-23 05:00:00
343,michigan,basketball,2019-01-25,REG,Indiana,Big Ten,W,69,46,,19,1,W 2,Assembly Hall,0.0,5,6:30p,Indiana on January 25 6:30 PM,IND.,2019-01-25 18:30:00,,2019-01-26 04:30:00
344,michigan,basketball,2019-01-29,REG,Ohio State,Big Ten,W,65,49,,20,1,W 3,Crisler Arena,0.0,5,9:00p,Ohio State on January 29 9:00 PM,MICH.,2019-01-29 21:00:00,,2019-01-30 07:00:00
345,michigan,basketball,2019-02-01,REG,Iowa,Big Ten,L,59,74,,20,2,L 1,Carver-Hawkeye Arena,0.0,5,7:00p,Iowa on February 1 6:00 PM CT,IOWA,2019-02-01 19:00:00,,2019-02-02 05:00:00
346,michigan,basketball,2019-02-05,REG,Rutgers,Big Ten,W,77,65,,21,2,W 1,Louis Brown Athletic Center,0.0,7,8:00p,Rutgers on February 5 8:00 PM,N.J.,2019-02-05 20:00:00,,2019-02-06 06:00:00
347,michigan,basketball,2019-02-09,REG,Wisconsin (19),Big Ten,W,61,52,,22,2,W 2,Crisler Arena,0.0,7,12:00p,Wisconsin on February 9 Noon,MICH.,2019-02-09 12:00:00,19,2019-02-09 22:00:00
348,michigan,basketball,2019-02-12,REG,Penn State,Big Ten,L,69,75,,22,3,L 1,Bryce Jordan Center,0.0,6,8:30p,Penn State on February 12 8:30 PM,PA.,2019-02-12 20:30:00,,2019-02-13 06:30:00
349,michigan,basketball,2019-02-16,REG,Maryland (24),Big Ten,W,65,52,,23,3,W 1,Crisler Arena,0.0,6,12:00p,Maryland on February 16 Noon,MICH.,2019-02-16 12:00:00,24,2019-02-16 22:00:00
350,michigan,basketball,2019-02-21,REG,Minnesota,Big Ten,W,69,60,,24,3,W 2,Williams Arena,0.0,7,7:00p,Minnesota on February 21 6:00 PM CT,MINN.,2019-02-21 19:00:00,,2019-02-22 05:00:00
351,michigan,basketball,2019-02-24,REG,Michigan State (10),Big Ten,L,70,77,,24,4,L 1,Crisler Arena,0.0,7,3:45p,Michigan State on February 24 3:45 PM,MICH.,2019-02-24 15:45:00,10,2019-02-25 01:45:00
352,michigan,basketball,2019-02-28,REG,Nebraska,Big Ten,W,82,53,,25,4,W 1,Crisler Arena,0.0,9,7:00p,Nebraska on February 28 7:00 PM,MICH.,2019-02-28 19:00:00,,2019-03-01 05:00:00
353,michigan,basketball,2019-03-03,REG,Maryland (17),Big Ten,W,69,62,,26,4,W 2,Xfinity Center,0.0,9,3:45p,Maryland on March 3 3:45 PM,MD.,2019-03-03 15:45:00,17,2019-03-04 01:45:00
354,michigan,basketball,2019-03-09,REG,Michigan State (9),Big Ten,L,63,75,,26,5,L 1,Breslin Events Center,0.0,7,8:00p,Michigan State on March 9 8:00 PM,MICH.,2019-03-09 20:00:00,9,2019-03-10 06:00:00
355,michigan,basketball,2019-03-15,CTOURN,Iowa,Big Ten,W,74,53,,27,5,W 1,United Center,0.0,10,9:25p,Iowa on March 15 8:30 PM CT,ILL.,2019-03-15 21:30:00,,2019-03-16 07:30:00
356,michigan,basketball,2019-03-16,CTOURN,Minnesota,Big Ten,W,76,49,,28,5,W 2,United Center,0.0,10,3:30p,Minnesota on March 16 2:30 PM CT,ILL.,2019-03-16 15:30:00,,2019-03-17 01:30:00
357,michigan,basketball,2019-03-17,CTOURN,Michigan State (6),Big Ten,L,60,65,,28,6,L 1,United Center,0.0,10,3:30p,Michigan State on March 17 2:30 PM CT,ILL.,2019-03-17 15:30:00,6,2019-03-18 01:30:00
358,michigan,basketball,2019-03-21,NCAA,Montana,Big Sky,W,74,55,,29,6,W 1,Wells Fargo Arena,0.0,,9:20p,Montana on March 21 8:20 PM CT,IOWA,2019-03-21 21:20:00,,2019-03-22 07:20:00
359,michigan,basketball,2019-03-23,NCAA,Florida,SEC,W,64,49,,30,6,W 2,Wells Fargo Arena,0.0,,5:15p,Florida on March 23 4:15 PM CT,IOWA,2019-03-23 17:15:00,,2019-03-24 03:15:00
360,michigan,basketball,2019-03-28,NCAA,Texas Tech (9),Big 12,L,44,63,,30,7,L 1,Honda Center,0.0,,9:39p,Texas Tech on March 28 6:39 PM PT,CALIF.,2019-03-28 21:39:00,9,2019-03-29 07:39:00
361,michigan state,basketball,2009-11-13,REG,Florida Gulf Coast,A-Sun,W,97,58,,1,0,W 1,Breslin Events Center,0.0,2,,FLORIDA GULF COAST,MICH.,2009-11-13 19:00:00,,2009-11-14 05:00:00
362,michigan state,basketball,2009-11-17,REG,Gonzaga,WCC,W,75,71,,2,0,W 2,Breslin Events Center,0.0,2,,GONZAGA,MICH.,2009-11-17 20:00:00,,2009-11-18 06:00:00
363,michigan state,basketball,2009-11-20,REG,Toledo,MAC,W,75,62,,3,0,W 3,Breslin Events Center,0.0,2,,TOLEDO,MICH.,2009-11-20 18:30:00,,2009-11-21 04:30:00
364,michigan state,basketball,2009-11-22,REG,Valparaiso,Horizon,W,90,60,,4,0,W 4,Breslin Events Center,0.0,2,,VALPARAISO,MICH.,2009-11-22 12:00:00,,2009-11-22 22:00:00
365,michigan state,basketball,2009-11-27,REG,Florida,SEC,L,74,77,,4,1,L 1,Boardwalk Hall,0.0,2,,FLORIDA,N.J.,2009-11-27 20:00:00,,2009-11-28 06:00:00
366,michigan state,basketball,2009-11-28,REG,Massachusetts,A-10,W,106,68,,5,1,W 1,Boardwalk Hall,0.0,2,,MASSACHUSETTS,N.J.,2009-11-28 17:30:00,,2009-11-29 03:30:00
367,michigan state,basketball,2009-12-01,REG,North Carolina (10),ACC,L,82,89,,5,2,L 1,Dean Smith Center,0.0,9,,NORTH CAROLINA (BIG TEN/ACC CHALLENGE),N.C.,2009-12-01 21:00:00,10,2009-12-02 07:00:00
368,michigan state,basketball,2009-12-04,REG,Wofford,Southern,W,72,60,,6,2,W 1,Breslin Events Center,0.0,9,,WOFFORD,MICH.,2009-12-04 19:00:00,,2009-12-05 05:00:00
369,michigan state,basketball,2009-12-07,REG,The Citadel,Southern,W,69,56,,7,2,W 2,McAlister Field House,0.0,12,,THE CITADEL,S.C.,2009-12-07 19:00:00,,2009-12-08 05:00:00
370,michigan state,basketball,2009-12-10,REG,Oakland,Summit,W,88,57,,8,2,W 3,Breslin Events Center,0.0,12,,OAKLAND,MICH.,2009-12-10 19:00:00,,2009-12-11 05:00:00
371,michigan state,basketball,2009-12-19,REG,Purdue-Fort Wayne,Summit,W,80,58,,9,2,W 4,Breslin Events Center,0.0,12,,IPFW,MICH.,2009-12-19 12:00:00,,2009-12-19 22:00:00
372,michigan state,basketball,2009-12-22,REG,Texas (2),Big 12,L,68,79,,9,3,L 1,Frank Erwin Center,0.0,9,,TEXAS,TEXAS,2009-12-22 19:00:00,2,2009-12-23 05:00:00
373,michigan state,basketball,2009-12-30,REG,UT Arlington,Southland,W,87,68,,10,3,W 1,Breslin Events Center,0.0,11,,TEXAS-ARLINGTON,MICH.,2009-12-30 19:00:00,,2009-12-31 05:00:00
374,michigan state,basketball,2010-01-02,REG,Northwestern (25),Big Ten,W,91,70,,11,3,W 2,Welsh-Ryan Arena,0.0,11,,NORTHWESTERN,ILL.,2010-01-02 18:30:00,25,2010-01-03 04:30:00
375,michigan state,basketball,2010-01-06,REG,Wisconsin (17),Big Ten,W,54,47,,12,3,W 3,Breslin Events Center,0.0,10,,WISCONSIN,MICH.,2010-01-06 18:30:00,17,2010-01-07 04:30:00
376,michigan state,basketball,2010-01-09,REG,Iowa,Big Ten,W,71,53,,13,3,W 4,Carver-Hawkeye Arena,0.0,10,,IOWA,IOWA,2010-01-09 17:35:00,,2010-01-10 03:35:00
377,michigan state,basketball,2010-01-13,REG,Minnesota,Big Ten,W,60,53,,14,3,W 5,Breslin Events Center,0.0,7,,MINNESOTA,MICH.,2010-01-13 18:30:00,,2010-01-14 04:30:00
378,michigan state,basketball,2010-01-16,REG,Illinois,Big Ten,W,73,63,,15,3,W 6,Breslin Events Center,0.0,7,,ILLINOIS,MICH.,2010-01-16 15:30:00,,2010-01-17 01:30:00
379,michigan state,basketball,2010-01-20,REG,Iowa,Big Ten,W,70,63,,16,3,W 7,Breslin Events Center,0.0,6,,IOWA,MICH.,2010-01-20 18:30:00,,2010-01-21 04:30:00
380,michigan state,basketball,2010-01-23,REG,Minnesota,Big Ten,W,65,64,,17,3,W 8,Williams Arena,0.0,6,,MINNESOTA,MINN.,2010-01-23 12:00:00,,2010-01-23 22:00:00
381,michigan state,basketball,2010-01-26,REG,Michigan,Big Ten,W,57,56,,18,3,W 9,Crisler Arena,0.0,5,,MICHIGAN,MICH.,2010-01-26 19:00:00,,2010-01-27 05:00:00
382,michigan state,basketball,2010-01-30,REG,Northwestern,Big Ten,W,79,70,,19,3,W 10,Breslin Events Center,0.0,5,,NORTHWESTERN,MICH.,2010-01-30 19:00:00,,2010-01-31 05:00:00
383,michigan state,basketball,2010-02-02,REG,Wisconsin (16),Big Ten,L,49,67,,19,4,L 1,Kohl Center,0.0,5,,WISCONSIN,WIS.,2010-02-02 21:00:00,16,2010-02-03 07:00:00
384,michigan state,basketball,2010-02-06,REG,Illinois,Big Ten,L,73,78,,19,5,L 2,Assembly Hall,0.0,5,,ILLINOIS,ILL.,2010-02-06 21:00:00,,2010-02-07 07:00:00
385,michigan state,basketball,2010-02-09,REG,Purdue (6),Big Ten,L,64,76,,19,6,L 3,Breslin Events Center,0.0,10,,PURDUE,MICH.,2010-02-09 21:00:00,6,2010-02-10 07:00:00
386,michigan state,basketball,2010-02-13,REG,Penn State,Big Ten,W,65,54,,20,6,W 1,Bryce Jordan Center,0.0,10,,PENN STATE,PA.,2010-02-13 12:00:00,,2010-02-13 22:00:00
387,michigan state,basketball,2010-02-16,REG,Indiana,Big Ten,W,72,58,,21,6,W 2,Assembly Hall,0.0,11,,INDIANA,IND.,2010-02-16 19:00:00,,2010-02-17 05:00:00
388,michigan state,basketball,2010-02-21,REG,Ohio State (9),Big Ten,L,67,74,,21,7,L 1,Breslin Events Center,0.0,11,,OHIO STATE,MICH.,2010-02-21 12:00:00,9,2010-02-21 22:00:00
389,michigan state,basketball,2010-02-28,REG,Purdue (3),Big Ten,W,53,44,,22,7,W 1,Mackey Arena,0.0,14,,PURDUE,IND.,2010-02-28 16:00:00,3,2010-03-01 02:00:00
390,michigan state,basketball,2010-03-04,REG,Penn State,Big Ten,W,67,65,,23,7,W 2,Breslin Events Center,0.0,11,,PENN STATE,MICH.,2010-03-04 19:00:00,,2010-03-05 05:00:00
391,michigan state,basketball,2010-03-07,REG,Michigan,Big Ten,W,64,48,,24,7,W 3,Breslin Events Center,0.0,11,,MICHIGAN,MICH.,2010-03-07 16:00:00,,2010-03-08 02:00:00
392,michigan state,basketball,2010-03-12,CTOURN,Minnesota,Big Ten,L,67,72,OT,24,8,L 1,Conseco Fieldhouse,0.0,11,,MINNESOTA,IND.,2010-03-12 21:00:00,,2010-03-13 07:00:00
393,michigan state,basketball,2010-03-19,NCAA,New Mexico State,WAC,W,70,67,,25,8,W 1,Spokane Veterans Memorial Arena,0.0,,,NEW MEXICO STATE,WASH.,2010-03-19 19:20:00,,2010-03-20 05:20:00
394,michigan state,basketball,2010-03-21,NCAA,Maryland (20),ACC,W,85,83,,26,8,W 2,Spokane Veterans Memorial Arena,0.0,,,MARYLAND,WASH.,2010-03-21 14:30:00,20,2010-03-22 00:30:00
395,michigan state,basketball,2010-03-26,NCAA,Northern Iowa,MVC,W,59,52,,27,8,W 3,Edward Jones Dome,0.0,,,NORTHERN IOWA,MO.,2010-03-26 21:37:00,,2010-03-27 07:37:00
396,michigan state,basketball,2010-03-28,NCAA,Tennessee (15),SEC,W,70,69,,28,8,W 4,Edward Jones Dome,0.0,,,TENNESSEE,MO.,2010-03-28 14:20:00,15,2010-03-29 00:20:00
397,michigan state,basketball,2010-04-03,NCAA,Butler (11),Horizon,L,50,52,,28,9,L 1,Lucas Oil Stadium,0.0,,,BUTLER,IND.,2010-04-03 18:07:00,11,2010-04-04 04:07:00
398,michigan state,basketball,2010-11-12,REG,Eastern Michigan,MAC,W,96,66,,1,0,W 1,Breslin Events Center,0.0,2,,EASTERN MICHIGAN,MICH.,2010-11-12 20:30:00,,2010-11-13 06:30:00
399,michigan state,basketball,2010-11-16,REG,South Carolina,SEC,W,82,73,,2,0,W 2,Breslin Events Center,0.0,2,,SOUTH CAROLINA,MICH.,2010-11-16 22:00:00,,2010-11-17 08:00:00
400,michigan state,basketball,2010-11-22,REG,Chaminade,,W,82,74,,3,0,W 3,Lahaina Civic Center,0.0,2,,CHAMINADE,HAWAI'I,2010-11-22 21:30:00,,2010-11-23 07:30:00
401,michigan state,basketball,2010-11-23,REG,Connecticut,Big East,L,67,70,,3,1,L 1,Lahaina Civic Center,0.0,2,,CONNECTICUT,HAWAI'I,2010-11-23 19:00:00,,2010-11-24 05:00:00
402,michigan state,basketball,2010-11-24,REG,Washington (13),Pac-10,W,76,71,,4,1,W 1,Lahaina Civic Center,0.0,2,,WASHINGTON,HAWAI'I,2010-11-24 17:00:00,13,2010-11-25 03:00:00
403,michigan state,basketball,2010-11-28,REG,Tennessee Tech,OVC,W,73,55,,5,1,W 2,Breslin Events Center,0.0,2,,TENNESSEE TECH,MICH.,2010-11-28 13:00:00,,2010-11-28 23:00:00
404,michigan state,basketball,2010-12-01,REG,Duke (1),ACC,L,79,84,,5,2,L 1,Cameron Indoor Stadium,0.0,6,,DUKE (ACC/BIG TEN CHALLENGE),N.C.,2010-12-01 21:30:00,1,2010-12-02 07:30:00
405,michigan state,basketball,2010-12-04,REG,Bowling Green State,MAC,W,74,39,,6,2,W 1,Breslin Events Center,0.0,6,,BOWLING GREEN,MICH.,2010-12-04 13:30:00,,2010-12-04 23:30:00
406,michigan state,basketball,2010-12-07,REG,Syracuse (8),Big East,L,58,72,,6,3,L 1,Madison Square Garden (IV),0.0,7,,SYRACUSE,N.Y.,2010-12-07 21:00:00,8,2010-12-08 07:00:00
407,michigan state,basketball,2010-12-11,REG,Oakland,Summit,W,77,76,,7,3,W 1,Palace of Auburn Hills,0.0,7,,OAKLAND,MICH.,2010-12-11 12:30:00,,2010-12-11 22:30:00
408,michigan state,basketball,2010-12-18,REG,Prairie View,SWAC,W,90,51,,8,3,W 2,Breslin Events Center,0.0,14,,PRAIRIE VIEW A&M,MICH.,2010-12-18 18:30:00,,2010-12-19 04:30:00
409,michigan state,basketball,2010-12-22,REG,Texas (18),Big 12,L,55,67,,8,4,L 1,Breslin Events Center,0.0,12,,TEXAS,MICH.,2010-12-22 19:00:00,18,2010-12-23 05:00:00
410,michigan state,basketball,2010-12-31,REG,Minnesota (14),Big Ten,W,71,62,,9,4,W 1,Breslin Events Center,0.0,20,,MINNESOTA,MICH.,2010-12-31 16:00:00,14,2011-01-01 02:00:00
411,michigan state,basketball,2011-01-03,REG,Northwestern,Big Ten,W,65,62,,10,4,W 2,Welsh-Ryan Arena,0.0,18,,NORTHWESTERN,ILL.,2011-01-03 19:30:00,,2011-01-04 05:30:00
412,michigan state,basketball,2011-01-08,REG,Penn State,Big Ten,L,62,66,,10,5,L 1,Bryce Jordan Center,0.0,18,,PENN STATE,PA.,2011-01-08 13:00:00,,2011-01-08 23:00:00
413,michigan state,basketball,2011-01-11,REG,Wisconsin (20),Big Ten,W,64,61,OT,11,5,W 1,Breslin Events Center,0.0,-,,WISCONSIN,MICH.,2011-01-11 19:00:00,20,2011-01-12 05:00:00
414,michigan state,basketball,2011-01-15,REG,Northwestern,Big Ten,W,71,67,OT,12,5,W 2,Breslin Events Center,0.0,-,,NORTHWESTERN,MICH.,2011-01-15 13:00:00,,2011-01-15 23:00:00
415,michigan state,basketball,2011-01-18,REG,Illinois (23),Big Ten,L,62,71,,12,6,L 1,Assembly Hall,0.0,17,,ILLINOIS,ILL.,2011-01-18 19:00:00,23,2011-01-19 05:00:00
416,michigan state,basketball,2011-01-22,REG,Purdue (14),Big Ten,L,76,86,,12,7,L 2,Mackey Arena,0.0,17,,PURDUE,IND.,2011-01-22 21:00:00,14,2011-01-23 07:00:00
417,michigan state,basketball,2011-01-27,REG,Michigan,Big Ten,L,57,61,,12,8,L 3,Breslin Events Center,0.0,25,,MICHIGAN,MICH.,2011-01-27 19:00:00,,2011-01-28 05:00:00
418,michigan state,basketball,2011-01-30,REG,Indiana,Big Ten,W,84,83,OT,13,8,W 1,Breslin Events Center,0.0,25,,INDIANA,MICH.,2011-01-30 18:00:00,,2011-01-31 04:00:00
419,michigan state,basketball,2011-02-02,REG,Iowa,Big Ten,L,52,72,,13,9,L 1,Carver-Hawkeye Arena,0.0,-,,IOWA,IOWA,2011-02-02 20:30:00,,2011-02-03 06:30:00
420,michigan state,basketball,2011-02-06,REG,Wisconsin (19),Big Ten,L,56,82,,13,10,L 2,Kohl Center,0.0,-,,WISCONSIN,WIS.,2011-02-06 13:00:00,19,2011-02-06 23:00:00
421,michigan state,basketball,2011-02-10,REG,Penn State,Big Ten,W,75,57,,14,10,W 1,Breslin Events Center,0.0,-,,PENN STATE,MICH.,2011-02-10 19:00:00,,2011-02-11 05:00:00
422,michigan state,basketball,2011-02-15,REG,Ohio State (2),Big Ten,L,61,71,,14,11,L 1,Value City Arena,0.0,-,,OHIO STATE,OHIO,2011-02-15 21:00:00,2,2011-02-16 07:00:00
423,michigan state,basketball,2011-02-19,REG,Illinois,Big Ten,W,61,57,,15,11,W 1,Breslin Events Center,0.0,-,,ILLINOIS,MICH.,2011-02-19 21:00:00,,2011-02-20 07:00:00
424,michigan state,basketball,2011-02-22,REG,Minnesota,Big Ten,W,53,48,,16,11,W 2,Williams Arena,0.0,-,,MINNESOTA,MINN.,2011-02-22 21:00:00,,2011-02-23 07:00:00
425,michigan state,basketball,2011-02-27,REG,Purdue (8),Big Ten,L,47,67,,16,12,L 1,Breslin Events Center,0.0,-,,PURDUE,MICH.,2011-02-27 13:00:00,8,2011-02-27 23:00:00
426,michigan state,basketball,2011-03-02,REG,Iowa,Big Ten,W,85,66,,17,12,W 1,Breslin Events Center,0.0,-,,IOWA,MICH.,2011-03-02 18:30:00,,2011-03-03 04:30:00
427,michigan state,basketball,2011-03-05,REG,Michigan,Big Ten,L,63,70,,17,13,L 1,Crisler Arena,0.0,-,,MICHIGAN,MICH.,2011-03-05 14:00:00,,2011-03-06 00:00:00
428,michigan state,basketball,2011-03-10,CTOURN,Iowa,Big Ten,W,66,61,,18,13,W 1,,0.0,-,,IOWA,IND.,2011-03-10 17:00:00,,2011-03-11 03:00:00
429,michigan state,basketball,2011-03-11,CTOURN,Purdue (9),Big Ten,W,74,56,,19,13,W 2,Conseco Fieldhouse,0.0,-,,PURDUE,IND.,2011-03-11 18:30:00,9,2011-03-12 04:30:00
430,michigan state,basketball,2011-03-12,CTOURN,Penn State,Big Ten,L,48,61,,19,14,L 1,,0.0,-,,PENN STATE,IND.,2011-03-12 16:15:00,,2011-03-13 02:15:00
431,michigan state,basketball,2011-03-17,NCAA,UCLA,Pac-10,L,76,78,,19,15,L 2,St. Pete Times Forum,0.0,,,UCLA,FLA.,2011-03-17 21:20:00,,2011-03-18 07:20:00
432,michigan state,basketball,2011-11-11,REG,North Carolina (1),ACC,L,55,67,,0,1,L 1,USS Carl Vinson,0.0,-,,NORTH CAROLINA,CALIF.,2011-11-11 19:00:00,1,2011-11-12 05:00:00
433,michigan state,basketball,2011-11-15,REG,Duke (6),ACC,L,69,74,,0,2,L 2,,0.0,-,,DUKE,N.Y.,2011-11-15 19:00:00,6,2011-11-16 05:00:00
434,michigan state,basketball,2011-11-18,REG,Texas Southern,SWAC,W,76,41,,1,2,W 1,Breslin Events Center,0.0,-,,TEXAS SOUTHERN,MICH.,2011-11-18 18:30:00,,2011-11-19 04:30:00
435,michigan state,basketball,2011-11-20,REG,Little Rock,Sun Belt,W,69,47,,2,2,W 2,Breslin Events Center,0.0,-,,ARKANSAS-LITTLE ROCK,MICH.,2011-11-20 18:00:00,,2011-11-21 04:00:00
