,school,gamedate,type,opponent,conf,result,team_points,opp_points,ot,w,l,streak,arena,rank,gametime,Game String,US State,start_dt
346,michigan,2/5/2019,REG,Rutgers,Big Ten,W,77,65,,21,2,W 1,Louis Brown Athletic Center,7,8:00p,Rutgers on February 5 8:00 PM,N.J.,2019-02-05 20:00:00
347,michigan,2/9/2019,REG,Wisconsin (19),Big Ten,W,61,52,,22,2,W 2,Crisler Arena,7,12:00p,Wisconsin on February 9 Noon,MICH.,2019-02-09 12:00:00
348,michigan,2/12/2019,REG,Penn State,Big Ten,L,69,75,,22,3,L 1,Bryce Jordan Center,6,8:30p,Penn State on February 12 8:30 PM,PA.,2019-02-12 20:30:00
349,michigan,2/16/2019,REG,Maryland (24),Big Ten,W,65,52,,23,3,W 1,Crisler Arena,6,12:00p,Maryland on February 16 Noon,MICH.,2019-02-16 12:00:00
350,michigan,2/21/2019,REG,Minnesota,Big Ten,W,69,60,,24,3,W 2,Williams Arena,7,7:00p,Minnesota on February 21 6:00 PM CT,MINN.,2019-02-21 19:00:00
351,michigan,2/24/2019,REG,Michigan State (10),Big Ten,L,70,77,,24,4,L 1,Crisler Arena,7,3:45p,Michigan State on February 24 3:45 PM,MICH.,2019-02-24 15:45:00
352,michigan,2/28/2019,REG,Nebraska,Big Ten,W,82,53,,25,4,W 1,Crisler Arena,9,7:00p,Nebraska on February 28 7:00 PM,MICH.,2019-02-28 19:00:00
353,michigan,3/3/2019,REG,Maryland (17),Big Ten,W,69,62,,26,4,W 2,Xfinity Center,9,3:45p,Maryland on March 3 3:45 PM,MD.,2019-03-03 15:45:00
354,michigan,3/9/2019,REG,Michigan State (9),Big Ten,L,63,75,,26,5,L 1,Breslin Events Center,7,8:00p,Michigan State on March 9 8:00 PM,MICH.,2019-03-09 20:00:00
355,michigan,3/15/2019,CTOURN,Iowa,Big Ten,W,74,53,,27,5,W 1,United Center,10,9:25p,Iowa on March 15 8:30 PM CT,ILL.,2019-03-15 21:30:00
356,michigan,3/16/2019,CTOURN,Minnesota,Big Ten,W,76,49,,28,5,W 2,United Center,10,3:30p,Minnesota on March 16 2:30 PM CT,ILL.,2019-03-16 15:30:00
357,michigan,3/17/2019,CTOURN,Michigan State (6),Big Ten,L,60,65,,28,6,L 1,United Center,10,3:30p,Michigan State on March 17 2:30 PM CT,ILL.,2019-03-17 15:30:00
358,michigan,3/21/2019,NCAA,Montana,Big Sky,W,74,55,,29,6,W 1,Wells Fargo Arena,,9:20p,Montana on March 21 8:20 PM CT,IOWA,2019-03-21 21:20:00
359,michigan,3/23/2019,NCAA,Florida,SEC,W,64,49,,30,6,W 2,Wells Fargo Arena,,5:15p,Florida on March 23 4:15 PM CT,IOWA,2019-03-23 17:15:00
360,michigan,3/28/2019,NCAA,Texas Tech (9),Big 12,L,44,63,,30,7,L 1,Honda Center,,9:39p,Texas Tech on March 28 6:39 PM PT,CALIF.,2019-03-28 21:39:00
361,michigan-state,2009-11-13,REG,Florida Gulf Coast,A-Sun,W,97,58,,1,0,W 1,Breslin Events Center,2,,FLORIDA GULF COAST,MICH.,2009-11-13 19:00:00
362,michigan-state,2009-11-17,REG,Gonzaga,WCC,W,75,71,,2,0,W 2,Breslin Events Center,2,,GONZAGA,MICH.,2009-11-17 20:00:00
363,michigan-state,2009-11-20,REG,Toledo,MAC,W,75,62,,3,0,W 3,Breslin Events Center,2,,TOLEDO,MICH.,2009-11-20 18:30:00
364,michigan-state,2009-11-22,REG,Valparaiso,Horizon,W,90,60,,4,0,W 4,Breslin Events Center,2,,VALPARAISO,MICH.,2009-11-22 12:00:00
365,michigan-state,2009-11-27,REG,Florida,SEC,L,74,77,,4,1,L 1,Boardwalk Hall,2,,FLORIDA,N.J.,2009-11-27 20:00:00
366,michigan-state,2009-11-28,REG,Massachusetts,A-10,W,106,68,,5,1,W 1,Boardwalk Hall,2,,MASSACHUSETTS,N.J.,2009-11-28 17:30:00
367,michigan-state,2009-12-01,REG,North Carolina (10),ACC,L,82,89,,5,2,L 1,Dean Smith Center,9,,NORTH CAROLINA (BIG TEN/ACC CHALLENGE),N.C.,2009-12-01 21:00:00
368,michigan-state,2009-12-04,REG,Wofford,Southern,W,72,60,,6,2,W 1,Breslin Events Center,9,,WOFFORD,MICH.,2009-12-04 19:00:00
369,michigan-state,2009-12-07,REG,The Citadel,Southern,W,69,56,,7,2,W 2,McAlister Field House,12,,THE CITADEL,S.C.,2009-12-07 19:00:00
370,michigan-state,2009-12-10,REG,Oakland,Summit,W,88,57,,8,2,W 3,Breslin Events Center,12,,OAKLAND,MICH.,2009-12-10 19:00:00
371,michigan-state,2009-12-19,REG,Purdue-Fort Wayne,Summit,W,80,58,,9,2,W 4,Breslin Events Center,12,,IPFW,MICH.,2009-12-19 12:00:00
372,michigan-state,2009-12-22,REG,Texas (2),Big 12,L,68,79,,9,3,L 1,Frank Erwin Center,9,,TEXAS,TEXAS,2009-12-22 19:00:00
373,michigan-state,2009-12-30,REG,UT Arlington,Southland,W,87,68,,10,3,W 1,Breslin Events Center,11,,TEXAS-ARLINGTON,MICH.,2009-12-30 19:00:00
374,michigan-state,2010-01-02,REG,Northwestern (25),Big Ten,W,91,70,,11,3,W 2,Welsh-Ryan Arena,11,,NORTHWESTERN,ILL.,2010-01-02 18:30:00
375,michigan-state,2010-01-06,REG,Wisconsin (17),Big Ten,W,54,47,,12,3,W 3,Breslin Events Center,10,,WISCONSIN,MICH.,2010-01-06 18:30:00
376,michigan-state,2010-01-09,REG,Iowa,Big Ten,W,71,53,,13,3,W 4,Carver-Hawkeye Arena,10,,IOWA,IOWA,2010-01-09 17:35:00
377,michigan-state,2010-01-13,REG,Minnesota,Big Ten,W,60,53,,14,3,W 5,Breslin Events Center,7,,MINNESOTA,MICH.,2010-01-13 18:30:00
378,michigan-state,2010-01-16,REG,Illinois,Big Ten,W,73,63,,15,3,W 6,Breslin Events Center,7,,ILLINOIS,MICH.,2010-01-16 15:30:00
379,michigan-state,2010-01-20,REG,Iowa,Big Ten,W,70,63,,16,3,W 7,Breslin Events Center,6,,IOWA,MICH.,2010-01-20 18:30:00
380,michigan-state,2010-01-23,REG,Minnesota,Big Ten,W,65,64,,17,3,W 8,Williams Arena,6,,MINNESOTA,MINN.,2010-01-23 12:00:00
381,michigan-state,2010-01-26,REG,Michigan,Big Ten,W,57,56,,18,3,W 9,Crisler Arena,5,,MICHIGAN,MICH.,2010-01-26 19:00:00
382,michigan-state,2010-01-30,REG,Northwestern,Big Ten,W,79,70,,19,3,W 10,Breslin Events Center,5,,NORTHWESTERN,MICH.,2010-01-30 19:00:00
383,michigan-state,2010-02-02,REG,Wisconsin (16),Big Ten,L,49,67,,19,4,L 1,Kohl Center,5,,WISCONSIN,WIS.,2010-02-02 21:00:00
384,michigan-state,2010-02-06,REG,Illinois,Big Ten,L,73,78,,19,5,L 2,Assembly Hall,5,,ILLINOIS,ILL.,2010-02-06 21:00:00
385,michigan-state,2010-02-09,REG,Purdue (6),Big Ten,L,64,76,,19,6,L 3,Breslin Events Center,10,,PURDUE,MICH.,2010-02-09 21:00:00
386,michigan-state,2010-02-13,REG,Penn State,Big Ten,W,65,54,,20,6,W 1,Bryce Jordan Center,10,,PENN STATE,PA.,2010-02-13 12:00:00
387,michigan-state,2010-02-16,REG,Indiana,Big Ten,W,72,58,,21,6,W 2,Assembly Hall,11,,INDIANA,IND.,2010-02-16 19:00:00
388,michigan-state,2010-02-21,REG,Ohio State (9),Big Ten,L,67,74,,21,7,L 1,Breslin Events Center,11,,OHIO STATE,MICH.,2010-02-21 12:00:00
389,michigan-state,2010-02-28,REG,Purdue (3),Big Ten,W,53,44,,22,7,W 1,Mackey Arena,14,,PURDUE,IND.,2010-02-28 16:00:00
390,michigan-state,2010-03-04,REG,Penn State,Big Ten,W,67,65,,23,7,W 2,Breslin Events Center,11,,PENN STATE,MICH.,2010-03-04 19:00:00
391,michigan-state,2010-03-07,REG,Michigan,Big Ten,W,64,48,,24,7,W 3,Breslin Events Center,11,,MICHIGAN,MICH.,2010-03-07 16:00:00
392,michigan-state,2010-03-12,CTOURN,Minnesota,Big Ten,L,67,72,OT,24,8,L 1,Conseco Fieldhouse,11,,MINNESOTA,IND.,2010-03-12 21:00:00
393,michigan-state,2010-03-19,NCAA,New Mexico State,WAC,W,70,67,,25,8,W 1,Spokane Veterans Memorial Arena,,,NEW MEXICO STATE,WASH.,2010-03-19 19:20:00
394,michigan-state,2010-03-21,NCAA,Maryland (20),ACC,W,85,83,,26,8,W 2,Spokane Veterans Memorial Arena,,,MARYLAND,WASH.,2010-03-21 14:30:00
395,michigan-state,2010-03-26,NCAA,Northern Iowa,MVC,W,59,52,,27,8,W 3,Edward Jones Dome,,,NORTHERN IOWA,MO.,2010-03-26 21:37:00
396,michigan-state,2010-03-28,NCAA,Tennessee (15),SEC,W,70,69,,28,8,W 4,Edward Jones Dome,,,TENNESSEE,MO.,2010-03-28 14:20:00
397,michigan-state,2010-04-03,NCAA,Butler (11),Horizon,L,50,52,,28,9,L 1,Lucas Oil Stadium,,,BUTLER,IND.,2010-04-03 18:07:00
398,michigan-state,2010-11-12,REG,Eastern Michigan,MAC,W,96,66,,1,0,W 1,Breslin Events Center,2,,EASTERN MICHIGAN,MICH.,2010-11-12 20:30:00
399,michigan-state,2010-11-16,REG,South Carolina,SEC,W,82,73,,2,0,W 2,Breslin Events Center,2,,SOUTH CAROLINA,MICH.,2010-11-16 22:00:00
400,michigan-state,2010-11-22,REG,Chaminade,,W,82,74,,3,0,W 3,Lahaina Civic Center,2,,CHAMINADE,HAWAI'I,2010-11-22 21:30:00
401,michigan-state,2010-11-23,REG,Connecticut,Big East,L,67,70,,3,1,L 1,Lahaina Civic Center,2,,CONNECTICUT,HAWAI'I,2010-11-23 19:00:00
402,michigan-state,2010-11-24,REG,Washington (13),Pac-10,W,76,71,,4,1,W 1,Lahaina Civic Center,2,,WASHINGTON,HAWAI'I,2010-11-24 17:00:00
403,michigan-state,2010-11-28,REG,Tennessee Tech,OVC,W,73,55,,5,1,W 2,Breslin Events Center,2,,TENNESSEE TECH,MICH.,2010-11-28 13:00:00
404,michigan-state,2010-12-01,REG,Duke (1),ACC,L,79,84,,5,2,L 1,Cameron Indoor Stadium,6,,DUKE (ACC/BIG TEN CHALLENGE),N.C.,2010-12-01 21:30:00
405,michigan-state,2010-12-04,REG,Bowling Green State,MAC,W,74,39,,6,2,W 1,Breslin Events Center,6,,BOWLING GREEN,MICH.,2010-12-04 13:30:00
406,michigan-state,2010-12-07,REG,Syracuse (8),Big East,L,58,72,,6,3,L 1,Madison Square Garden (IV),7,,SYRACUSE,N.Y.,2010-12-07 21:00:00
407,michigan-state,2010-12-11,REG,Oakland,Summit,W,77,76,,7,3,W 1,Palace of Auburn Hills,7,,OAKLAND,MICH.,2010-12-11 12:30:00
408,michigan-state,2010-12-18,REG,Prairie View,SWAC,W,90,51,,8,3,W 2,Breslin Events Center,14,,PRAIRIE VIEW A&M,MICH.,2010-12-18 18:30:00
409,michigan-state,2010-12-22,REG,Texas (18),Big 12,L,55,67,,8,4,L 1,Breslin Events Center,12,,TEXAS,MICH.,2010-12-22 19:00:00
410,michigan-state,2010-12-31,REG,Minnesota (14),Big Ten,W,71,62,,9,4,W 1,Breslin Events Center,20,,MINNESOTA,MICH.,2010-12-31 16:00:00
411,michigan-state,2011-01-03,REG,Northwestern,Big Ten,W,65,62,,10,4,W 2,Welsh-Ryan Arena,18,,NORTHWESTERN,ILL.,2011-01-03 19:30:00
412,michigan-state,2011-01-08,REG,Penn State,Big Ten,L,62,66,,10,5,L 1,Bryce Jordan Center,18,,PENN STATE,PA.,2011-01-08 13:00:00
413,michigan-state,2011-01-11,REG,Wisconsin (20),Big Ten,W,64,61,OT,11,5,W 1,Breslin Events Center,-,,WISCONSIN,MICH.,2011-01-11 19:00:00
414,michigan-state,2011-01-15,REG,Northwestern,Big Ten,W,71,67,OT,12,5,W 2,Breslin Events Center,-,,NORTHWESTERN,MICH.,2011-01-15 13:00:00
415,michigan-state,2011-01-18,REG,Illinois (23),Big Ten,L,62,71,,12,6,L 1,Assembly Hall,17,,ILLINOIS,ILL.,2011-01-18 19:00:00
416,michigan-state,2011-01-22,REG,Purdue (14),Big Ten,L,76,86,,12,7,L 2,Mackey Arena,17,,PURDUE,IND.,2011-01-22 21:00:00
417,michigan-state,2011-01-27,REG,Michigan,Big Ten,L,57,61,,12,8,L 3,Breslin Events Center,25,,MICHIGAN,MICH.,2011-01-27 19:00:00
418,michigan-state,2011-01-30,REG,Indiana,Big Ten,W,84,83,OT,13,8,W 1,Breslin Events Center,25,,INDIANA,MICH.,2011-01-30 18:00:00
419,michigan-state,2011-02-02,REG,Iowa,Big Ten,L,52,72,,13,9,L 1,Carver-Hawkeye Arena,-,,IOWA,IOWA,2011-02-02 20:30:00
420,michigan-state,2011-02-06,REG,Wisconsin (19),Big Ten,L,56,82,,13,10,L 2,Kohl Center,-,,WISCONSIN,WIS.,2011-02-06 13:00:00
421,michigan-state,2011-02-10,REG,Penn State,Big Ten,W,75,57,,14,10,W 1,Breslin Events Center,-,,PENN STATE,MICH.,2011-02-10 19:00:00
422,michigan-state,2011-02-15,REG,Ohio State (2),Big Ten,L,61,71,,14,11,L 1,Value City Arena,-,,OHIO STATE,OHIO,2011-02-15 21:00:00
423,michigan-state,2011-02-19,REG,Illinois,Big Ten,W,61,57,,15,11,W 1,Breslin Events Center,-,,ILLINOIS,MICH.,2011-02-19 21:00:00
424,michigan-state,2011-02-22,REG,Minnesota,Big Ten,W,53,48,,16,11,W 2,Williams Arena,-,,MINNESOTA,MINN.,2011-02-22 21:00:00
425,michigan-state,2011-02-27,REG,Purdue (8),Big Ten,L,47,67,,16,12,L 1,Breslin Events Center,-,,PURDUE,MICH.,2011-02-27 13:00:00
426,michigan-state,2011-03-02,REG,Iowa,Big Ten,W,85,66,,17,12,W 1,Breslin Events Center,-,,IOWA,MICH.,2011-03-02 18:30:00
427,michigan-state,2011-03-05,REG,Michigan,Big Ten,L,63,70,,17,13,L 1,Crisler Arena,-,,MICHIGAN,MICH.,2011-03-05 14:00:00
428,michigan-state,2011-03-10,CTOURN,Iowa,Big Ten,W,66,61,,18,13,W 1,,-,,IOWA,IND.,2011-03-10 17:00:00
429,michigan-state,2011-03-11,CTOURN,Purdue (9),Big Ten,W,74,56,,19,13,W 2,Conseco Fieldhouse,-,,PURDUE,IND.,2011-03-11 18:30:00
430,michigan-state,2011-03-12,CTOURN,Penn State,Big Ten,L,48,61,,19,14,L 1,,-,,PENN STATE,IND.,2011-03-12 16:15:00
431,michigan-state,2011-03-17,NCAA,UCLA,Pac-10,L,76,78,,19,15,L 2,St. Pete Times Forum,,,UCLA,FLA.,2011-03-17 21:20:00
432,michigan-state,2011-11-11,REG,North Carolina (1),ACC,L,55,67,,0,1,L 1,USS Carl Vinson,-,,NORTH CAROLINA,CALIF.,2011-11-11 19:00:00
433,michigan-state,2011-11-15,REG,Duke (6),ACC,L,69,74,,0,2,L 2,,-,,DUKE,N.Y.,2011-11-15 19:00:00
434,michigan-state,2011-11-18,REG,Texas Southern,SWAC,W,76,41,,1,2,W 1,Breslin Events Center,-,,TEXAS SOUTHERN,MICH.,2011-11-18 18:30:00
435,michigan-state,2011-11-20,REG,Little Rock,Sun Belt,W,69,47,,2,2,W 2,Breslin Events Center,-,,ARKANSAS-LITTLE ROCK,MICH.,2011-11-20 18:00:00
436,michigan-state,2011-11-23,REG,Milwaukee,Horizon,W,68,55,,3,2,W 3,Breslin Events Center,-,,MILWAUKEE,MICH.,2011-11-23 19:00:00
437,michigan-state,2011-11-27,REG,Eastern Michigan,MAC,W,72,40,,4,2,W 4,Convocation Center,-,,EASTERN MICHIGAN,MICH.,2011-11-27 12:00:00
438,michigan-state,2011-11-30,REG,Florida State,ACC,W,65,49,,5,2,W 5,Breslin Events Center,-,,FLORIDA STATE,MICH.,2011-11-30 19:30:00
439,michigan-state,2011-12-04,REG,Omaha,,W,110,68,,6,2,W 6,Breslin Events Center,-,,NEBRASKA-OMAHA,MICH.,2011-12-04 14:00:00
440,michigan-state,2011-12-07,REG,Central Connecticut State,NEC,W,89,69,,7,2,W 7,Breslin Events Center,-,,CENTRAL CONNECTICUT,MICH.,2011-12-07 19:00:00
441,michigan-state,2011-12-10,REG,Gonzaga (23),WCC,W,74,67,,8,2,W 8,McCarthey Athletic Center,-,,GONZAGA,WASH.,2011-12-10 21:00:00
442,michigan-state,2011-12-17,REG,Bowling Green State,MAC,W,74,60,,9,2,W 9,Breslin Events Center,21,,BOWLING GREEN,MICH.,2011-12-17 19:00:00
443,michigan-state,2011-12-19,REG,Kansas City,Summit,W,89,54,,10,2,W 10,Breslin Events Center,19,,UMKC,MICH.,2011-12-19 20:30:00
444,michigan-state,2011-12-22,REG,Lehigh,Patriot,W,90,81,,11,2,W 11,Breslin Events Center,19,,LEHIGH,MICH.,2011-12-22 21:00:00
445,michigan-state,2011-12-28,REG,Indiana (13),Big Ten,W,80,65,,12,2,W 12,Breslin Events Center,16,,INDIANA,MICH.,2011-12-28 19:30:00
446,michigan-state,2011-12-31,REG,Nebraska,Big Ten,W,68,55,,13,2,W 13,Bob Devaney Sports Center,16,,NEBRASKA,NEB.,2011-12-31 15:00:00
447,michigan-state,2012-01-03,REG,Wisconsin (18),Big Ten,W,63,60,OT,14,2,W 14,Kohl Center,10,,WISCONSIN,WIS.,2012-01-03 19:00:00
448,michigan-state,2012-01-10,REG,Iowa,Big Ten,W,95,61,,15,2,W 15,Breslin Events Center,6,,IOWA,MICH.,2012-01-10 19:00:00
449,michigan-state,2012-01-14,REG,Northwestern,Big Ten,L,74,81,,15,3,L 1,Welsh-Ryan Arena,6,,NORTHWESTERN,ILL.,2012-01-14 15:00:00
450,michigan-state,2012-01-17,REG,Michigan (20),Big Ten,L,59,60,,15,4,L 2,Crisler Arena,9,,MICHIGAN,MICH.,2012-01-17 19:00:00
451,michigan-state,2012-01-21,REG,Purdue,Big Ten,W,83,58,,16,4,W 1,Breslin Events Center,9,,PURDUE,MICH.,2012-01-21 12:00:00
452,michigan-state,2012-01-25,REG,Minnesota,Big Ten,W,68,52,,17,4,W 2,Breslin Events Center,10,,MINNESOTA,MICH.,2012-01-25 20:30:00
453,michigan-state,2012-01-31,REG,Illinois,Big Ten,L,41,42,,17,5,L 1,Assembly Hall,9,,ILLINOIS,ILL.,2012-01-31 19:00:00
454,michigan-state,2012-02-05,REG,Michigan (23),Big Ten,W,64,54,,18,5,W 1,Breslin Events Center,9,,MICHIGAN,MICH.,2012-02-05 13:00:00
455,michigan-state,2012-02-08,REG,Penn State,Big Ten,W,77,57,,19,5,W 2,Breslin Events Center,11,,PENN STATE,MICH.,2012-02-08 18:30:00
456,michigan-state,2012-02-11,REG,Ohio State (3),Big Ten,W,58,48,,20,5,W 3,Value City Arena,11,,OHIO STATE,OHIO,2012-02-11 18:00:00
457,michigan-state,2012-02-16,REG,Wisconsin (15),Big Ten,W,69,55,,21,5,W 4,Breslin Events Center,7,,WISCONSIN,MICH.,2012-02-16 19:00:00
458,michigan-state,2012-02-19,REG,Purdue,Big Ten,W,76,62,,22,5,W 5,Mackey Arena,7,,PURDUE,IND.,2012-02-19 13:00:00
459,michigan-state,2012-02-22,REG,Minnesota,Big Ten,W,66,61,,23,5,W 6,Williams Arena,6,,MINNESOTA,MINN.,2012-02-22 20:30:00
460,michigan-state,2012-02-25,REG,Nebraska,Big Ten,W,62,34,,24,5,W 7,Breslin Events Center,6,,NEBRASKA,MICH.,2012-02-25 20:00:00
461,michigan-state,2012-02-28,REG,Indiana (18),Big Ten,L,55,70,,24,6,L 1,Assembly Hall,5,,INDIANA,IND.,2012-02-28 19:00:00
462,michigan-state,2012-03-04,REG,Ohio State (10),Big Ten,L,70,72,,24,7,L 2,Breslin Events Center,5,,OHIO STATE,MICH.,2012-03-04 16:00:00
463,michigan-state,2012-03-09,CTOURN,Iowa,Big Ten,W,92,75,,25,7,W 1,Conseco Fieldhouse,8,,IOWA,IND.,2012-03-09 12:00:00
464,michigan-state,2012-03-10,CTOURN,Wisconsin (14),Big Ten,W,65,52,,26,7,W 2,,8,,WISCONSIN,IND.,2012-03-10 13:40:00
465,michigan-state,2012-03-11,CTOURN,Ohio State (7),Big Ten,W,68,64,,27,7,W 3,,8,,OHIO STATE,IND.,2012-03-11 15:30:00
466,michigan-state,2012-03-16,NCAA,Long Island University,NEC,W,89,67,,28,7,W 4,Nationwide Arena,,,LIU BROOKLYN,OHIO,2012-03-16 21:20:00
467,michigan-state,2012-03-18,NCAA,Saint Louis,A-10,W,65,61,,29,7,W 5,Nationwide Arena,,,SAINT LOUIS,OHIO,2012-03-18 14:45:00
468,michigan-state,2012-03-22,NCAA,Louisville (17),Big East,L,44,57,,29,8,L 1,US Airways Center,,,LOUISVILLE,ARIZ.,2012-03-22 19:47:00
469,michigan-state,2012-11-09,REG,Connecticut,Big East,L,62,66,,0,1,L 1,Harry A. Gampel Pavilion,14,,NORTHWOOD (FLA.) (EXH.),MICH.,2012-11-09 19:00:00
470,michigan-state,2012-11-13,REG,Kansas (7),Big 12,W,67,64,,1,1,W 1,Georgia Dome,21,,ST. CLOUD STATE (EXH.),MICH.,2012-11-13 20:30:00
471,michigan-state,2012-11-18,REG,Texas Southern,SWAC,W,69,41,,2,1,W 2,Breslin Events Center,21,,CONNECTICUT,GERMANY,2012-11-18 17:30:00
472,michigan-state,2012-11-20,REG,Boise State,MWC,W,74,70,,3,1,W 3,Breslin Events Center,15,,KANSAS,GA.,2012-11-20 19:00:00
473,michigan-state,2012-11-23,REG,Oakland,Summit,W,70,52,,4,1,W 4,Breslin Events Center,15,,TEXAS SOUTHERN,MICH.,2012-11-23 12:00:00
474,michigan-state,2012-11-25,REG,Louisiana,Sun Belt,W,63,60,,5,1,W 5,Breslin Events Center,15,,BOISE STATE,MICH.,2012-11-25 20:00:00
475,michigan-state,2012-11-28,REG,Miami (FL),ACC,L,59,67,,5,2,L 1,BankUnited Center,13,,OAKLAND,MICH.,2012-11-28 20:15:00
476,michigan-state,2012-12-01,REG,Nicholls State,Southland,W,84,39,,6,2,W 1,Breslin Events Center,13,,LOUISIANA-LAFAYETTE,MICH.,2012-12-01 12:00:00
477,michigan-state,2012-12-05,REG,Arkansas-Pine Bluff,SWAC,W,76,44,,7,2,W 2,Breslin Events Center,19,,MIAMI,FLA.,2012-12-05 19:30:00
478,michigan-state,2012-12-08,REG,Loyola (IL),Horizon,W,73,61,,8,2,W 3,Breslin Events Center,19,,LOYOLA CHICAGO,MICH.,2012-12-08 14:00:00
479,michigan-state,2012-12-15,REG,Tuskegee,,W,92,56,,9,2,W 4,Breslin Events Center,19,,TUSKEGEE,MICH.,2012-12-15 21:00:00
480,michigan-state,2012-12-18,REG,Bowling Green State,MAC,W,64,53,,10,2,W 5,Stroh Center,20,,BOWLING GREEN,OHIO,2012-12-18 19:00:00
481,michigan-state,2012-12-22,REG,Texas,Big 12,W,67,56,,11,2,W 6,Breslin Events Center,20,,TEXAS,MICH.,2012-12-22 14:00:00
482,michigan-state,2012-12-31,REG,Minnesota (9),Big Ten,L,63,76,,11,3,L 1,Williams Arena,18,,MINNESOTA,MINN.,2012-12-31 14:00:00
483,michigan-state,2013-01-05,REG,Purdue,Big Ten,W,84,61,,12,3,W 1,Breslin Events Center,18,,PURDUE,MICH.,2013-01-05 12:00:00
484,michigan-state,2013-01-10,REG,Iowa,Big Ten,W,62,59,,13,3,W 2,Carver-Hawkeye Arena,22,,IOWA,IOWA,2013-01-10 19:00:00
485,michigan-state,2013-01-13,REG,Nebraska,Big Ten,W,66,56,,14,3,W 3,Breslin Events Center,22,,NEBRASKA,MICH.,2013-01-13 18:00:00
486,michigan-state,2013-01-16,REG,Penn State,Big Ten,W,81,72,,15,3,W 4,Bryce Jordan Center,18,,PENN STATE,PA.,2013-01-16 19:00:00
487,michigan-state,2013-01-19,REG,Ohio State (11),Big Ten,W,59,56,,16,3,W 5,Breslin Events Center,18,,OHIO STATE,MICH.,2013-01-19 18:00:00
488,michigan-state,2013-01-22,REG,Wisconsin,Big Ten,W,49,47,,17,3,W 6,Kohl Center,13,,WISCONSIN,WIS.,2013-01-22 19:00:00
489,michigan-state,2013-01-27,REG,Indiana (7),Big Ten,L,70,75,,17,4,L 1,Assembly Hall,13,,INDIANA,IND.,2013-01-27 13:00:00
490,michigan-state,2013-01-31,REG,Illinois,Big Ten,W,80,75,,18,4,W 1,Breslin Events Center,13,,ILLINOIS,MICH.,2013-01-31 19:00:00
491,michigan-state,2013-02-06,REG,Minnesota (18),Big Ten,W,61,50,,19,4,W 2,Breslin Events Center,12,,MINNESOTA,MICH.,2013-02-06 19:00:00
492,michigan-state,2013-02-09,REG,Purdue,Big Ten,W,78,65,,20,4,W 3,Mackey Arena,12,,PURDUE,IND.,2013-02-09 19:00:00
493,michigan-state,2013-02-12,REG,Michigan (4),Big Ten,W,75,52,,21,4,W 4,Breslin Events Center,8,,MICHIGAN,MICH.,2013-02-12 21:00:00
494,michigan-state,2013-02-16,REG,Nebraska,Big Ten,W,73,64,,22,4,W 5,Bob Devaney Sports Center,8,,NEBRASKA,NEB.,2013-02-16 20:00:00
495,michigan-state,2013-02-19,REG,Indiana (1),Big Ten,L,68,72,,22,5,L 1,Breslin Events Center,4,,INDIANA,MICH.,2013-02-19 19:00:00
496,michigan-state,2013-02-24,REG,Ohio State (18),Big Ten,L,60,68,,22,6,L 2,Value City Arena,4,,OHIO STATE,OHIO,2013-02-24 16:00:00
